SeqId	SomaId	UNIPROT	Target	TargetFullName	EntrezGeneID	EntrezGeneSymbol	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
10506-53	SL007962	O15173	PGRC2	Membrane-associated progesterone receptor component 2	10424	PGRMC2	O15173	PGRMC2	10424	PGRMC2	HGNC:16089	PGRMC2	ENSG00000164040	PGRMC2	protein_coding	4	129190392	129209984	-	128269237	128288829	-
10507-166	SL009308	P26436	sperm protein 10	Acrosomal protein SP-10	56	ACRV1	P26436	ACRV1	56	ACRV1	HGNC:127	ACRV1	ENSG00000134940	ACRV1	protein_coding	11	125542229	125550793	-	125671522	125680874	-
10510-62	SL018612	Q6UWF3	SCIMP	SLP adapter and CSK-interacting membrane protein	388325	SCIMP	Q6UWF3	SCIMP	388325	SCIMP	HGNC:33504	SCIMP	ENSG00000161929	SCIMP	protein_coding	17	5112216	5138155	-	5208920	5234860	-
10511-10	SL025821	P12111	Collagen alpha-3(VI):isoform 3	Collagen alpha-3(VI) chain:isoform 3	1293	COL6A3	P12111	COL6A3	1293	COL6A3	HGNC:2213	COL6A3	ENSG00000163359	COL6A3	protein_coding	2	238232655	238322850	-	237324003	237414328	-
10512-13	SL025888	P32927	IL3RB:ECD	Cytokine receptor common subunit beta:Extracellular domain	1439	CSF2RB	P32927	CSF2RB	1439	CSF2RB	HGNC:2436	CSF2RB	ENSG00000100368	CSF2RB	protein_coding	22	37309675	37336479	+	36913628	36940439	+
10513-13	SL018613	Q9Y2W7	CSEN	Calsenilin	30818	KCNIP3	Q9Y2W7	KCNIP3	30818	KCNIP3	HGNC:15523	KCNIP3	ENSG00000115041	KCNIP3	protein_coding	2	95963072	96051825	+	95297327	95386077	+
10514-5	SL005360	P41222	PGD2 synthase	Prostaglandin-H2 D-isomerase	5730	PTGDS	P41222	PTGDS	5730	PTGDS	HGNC:9592	PTGDS	ENSG00000107317	PTGDS	protein_coding	9	139869546	139876194	+	136977504	136985435	+
10521-10	SL025939	Q9BRK3	MXRA8:ECD	Matrix-remodeling-associated protein 8:Extracellular domain	54587	MXRA8	Q9BRK3	MXRA8	54587	MXRA8	HGNC:7542	MXRA8	ENSG00000162576	MXRA8	protein_coding	1	1288071	1297157	-	1352689	1361777	-
10527-22	SL013075	Q08211	DHX9	ATP-dependent RNA helicase A	1660	DHX9	Q08211	DHX9	1660	DHX9	HGNC:2750	DHX9	ENSG00000135829	DHX9	protein_coding	1	182808439	182857117	+	182839347	182887982	+
10528-2	SL008734	P16444	DPEP1	Dipeptidase 1	1800	DPEP1	P16444	DPEP1	1800	DPEP1	HGNC:3002	DPEP1	ENSG00000015413	DPEP1	protein_coding	16	89679716	89704839	+	89613308	89638456	+
10530-8	SL016414	P28072	PSB6	Proteasome subunit beta type-6	5694	PSMB6	P28072	PSMB6	5694	PSMB6	HGNC:9543	PSMB6	ENSG00000142507	PSMB6	protein_coding	17	4699439	4701798	+	4796144	4798502	+
10531-18	SL010845	P01111	RASN	GTPase NRas	4893	NRAS	P01111	NRAS	4893	NRAS	HGNC:7989	NRAS	ENSG00000213281	NRAS	protein_coding	1	115247085	115259515	-	114704469	114716771	-
10534-40	SL025953	P09874	PARP:BRCT domain	Poly [ADP-ribose] polymerase 1:BRCA1 C-terminal:BRCA1 C-terminus domian	142	PARP1	P09874	PARP1	142	PARP1	HGNC:270	PARP1	ENSG00000143799	PARP1	protein_coding	1	226548392	226595801	-	226360210	226408154	-
10535-25	SL018731	Q02221	CX6A2	Cytochrome c oxidase subunit 6A2, mitochondrial	1339	COX6A2	Q02221	COX6A2	1339	COX6A2	HGNC:2279	COX6A2	ENSG00000156885	COX6A2	protein_coding	16	31439052	31439749	-	31427731	31428360	-
10539-30	SL014293	Q8TCZ2	C99L2	CD99 antigen-like protein 2	83692	CD99L2	Q8TCZ2	CD99L2	83692	CD99L2	HGNC:18237	CD99L2	ENSG00000102181	CD99L2	protein_coding	X	149934809	150067289	-	150766336	150898816	-
10546-2	SL012744	Q8WU66	TSEAR	Thrombospondin-type laminin G domain and EAR repeat-containing protein	54084	TSPEAR	Q8WU66	TSPEAR	54084	TSPEAR	HGNC:1268	TSPEAR	ENSG00000175894	TSPEAR	protein_coding	21	45917775	46131495	-	44497893	44711572	-
10550-37	SL004132	O00238	BMP RIB	Bone morphogenetic protein receptor type-1B	658	BMPR1B	O00238	BMPR1B	658	BMPR1B	HGNC:1077	BMPR1B	ENSG00000138696	BMPR1B	protein_coding	4	95679128	96079601	+	94757955	95158448	+
10551-7	SL007008	O43561	LAT	Linker for activation of T-cells family member 1	27040	LAT	O43561	LAT	27040	LAT	HGNC:18874	LAT	ENSG00000213658	LAT	protein_coding	16	28995526	29002104	+	28984826	28990784	+
10552-88	SL017983	O43908	NKG2F	NKG2-F type II integral membrane protein	8302	KLRC4	O43908	KLRC4	8302	KLRC4	HGNC:6377	KLRC4	ENSG00000183542	KLRC4	protein_coding	12	10559983	10562356	-	10407384	10409757	-
10553-8	SL017988	Q8NFQ8	TOIP2	Torsin-1A-interacting protein 2	163590	TOR1AIP2	Q8NFQ8	TOR1AIP2	163590	TOR1AIP2	HGNC:24055	TOR1AIP2	ENSG00000169905	TOR1AIP2	protein_coding	1	179809102	179846941	-	179839967	179877803	-
10554-23	SL009072	P16278	BGAL	Beta-galactosidase	2720	GLB1	C9JWX1	GLB1	NA	GLB1	HGNC:4298	GLB1	NA	GLB1	protein_coding	3	33038100	33138694	-	32996609	33097202	-
10557-6	SL018003	Q8N6K0	TEX29	Testis-expressed sequence 29 protein	121793	TEX29	Q8N6K0	TEX29	121793	TEX29	HGNC:20370	TEX29	ENSG00000153495	TEX29	protein_coding	13	111973015	111996594	+	111316184	111344249	+
10558-26	SL008436	Q9HC56	PCDH9	Protocadherin-9	5101	PCDH9	Q9HC56	PCDH9	5101	PCDH9	HGNC:8661	PCDH9	ENSG00000184226	PCDH9	protein_coding	13	66876966	67804468	-	66302834	67230445	-
10560-1	SL025895	Q9NQX7	ITM2C:N-term	Integral membrane protein 2C:N-term	81618	ITM2C	Q9NQX7	ITM2C	81618	ITM2C	HGNC:6175	ITM2C	ENSG00000135916	ITM2C	protein_coding	2	231729621	231743963	+	230864639	230879248	+
10561-5	SL004512	Q96LB9	PGRP-I-alpha	Peptidoglycan recognition protein 3	114771	PGLYRP3	Q96LB9	PGLYRP3	114771	PGLYRP3	HGNC:30014	PGLYRP3	ENSG00000159527	PGLYRP3	protein_coding	1	153270338	153283194	-	153297116	153312952	-
10562-42	SL015086	Q8NC67	NETO2	Neuropilin and tolloid-like protein 2	81831	NETO2	Q8NC67	NETO2	81831	NETO2	HGNC:14644	NETO2	ENSG00000171208	NETO2	protein_coding	16	47115431	47177936	-	47077703	47143945	-
10563-13	SL018021	Q7Z3D4	LYSM3	LysM and putative peptidoglycan-binding domain-containing protein 3	116068	LYSMD3	Q7Z3D4	LYSMD3	116068	LYSMD3	HGNC:26969	LYSMD3	ENSG00000176018	LYSMD3	protein_coding	5	89811445	89825401	-	90515611	90529584	-
10565-19	SL017951	O94933	SLIK3	SLIT and NTRK-like protein 3	22865	SLITRK3	O94933	SLITRK3	22865	SLITRK3	HGNC:23501	SLITRK3	ENSG00000121871	SLITRK3	protein_coding	3	164904508	164914469	-	165186720	165197109	-
10569-28	SL012443	P55001	MFAP2	Microfibrillar-associated protein 2	4237	MFAP2	P55001	MFAP2	4237	MFAP2	HGNC:7033	MFAP2	ENSG00000117122	MFAP2	protein_coding	1	17300999	17308081	-	16974502	16980632	-
10571-14	SL018096	P26572	MGAT1	Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase	4245	MGAT1	P26572	MGAT1	4245	MGAT1	HGNC:7044	MGAT1	ENSG00000131446	MGAT1	protein_coding	5	180217541	180242541	-	180784780	180815652	-
10572-65	SL012372	O60676	CST8	Cystatin-8	10047	CST8	O60676	CST8	10047	CST8	HGNC:2480	CST8	ENSG00000125815	CST8	protein_coding	20	23471766	23476655	+	23491101	23496010	+
10574-10	SL000283	P61769	b2-Microglobulin	Beta-2-microglobulin	567	B2M	P61769	B2M	567	B2M	HGNC:914	B2M	ENSG00000166710	B2M	protein_coding	15	45003685	45010357	+	44711358	44718851	+
10575-31	SL018139	Q9UHX1	PUF60	Poly(U)-binding-splicing factor PUF60	22827	PUF60	Q9UHX1	PUF60	22827	PUF60	HGNC:17042	PUF60	ENSG00000179950	PUF60	protein_coding	8	144898514	144911556	-	143816344	143830709	-
10576-7	SL025965	Q6UX71	PXDC2:ECD	Plexin domain-containing protein 2:Extracellular domain	84898	PLXDC2	Q6UX71	PLXDC2	84898	PLXDC2	HGNC:21013	PLXDC2	ENSG00000120594	PLXDC2	protein_coding	10	20105372	20569115	+	19816239	20289856	+
10580-14	SL012586	Q6UW10	SFTA2	Surfactant-associated protein 2	389376	SFTA2	Q6UW10	SFTA2	389376	SFTA2	HGNC:18386	SFTA2	ENSG00000196260	SFTA2	protein_coding	6	30899127	30899952	-	30931353	30955636	-
10582-36	SL018286	Q9H5K3	SG196	Protein O-mannose kinase	84197	POMK	Q9H5K3	POMK	84197	POMK	HGNC:26267	POMK	ENSG00000185900	POMK	protein_coding	8	42948649	42978323	+	43093498	43131180	+
10583-1	SL018282	Q6UXF1	TM108	Transmembrane protein 108	66000	TMEM108	Q6UXF1	TMEM108	66000	TMEM108	HGNC:28451	TMEM108	ENSG00000144868	TMEM108	protein_coding	3	132757171	133116619	+	133038391	133397775	+
10584-7	SL018289	O43181	NDUS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	4724	NDUFS4	O43181	NDUFS4	4724	NDUFS4	HGNC:7711	NDUFS4	ENSG00000164258	NDUFS4	protein_coding	5	52856465	52979171	+	53560633	53683338	+
10588-39	SL011395	Q9UNP4	SIAT9	Lactosylceramide alpha-2,3-sialyltransferase	8869	ST3GAL5	Q9UNP4	ST3GAL5	8869	ST3GAL5	HGNC:10872	ST3GAL5	ENSG00000115525	ST3GAL5	protein_coding	2	86066271	86116157	-	85837120	85905199	-
10589-7	SL018354	Q5VY80	RET1L	Retinoic acid early transcript 1L protein	154064	RAET1L	Q5VY80	RAET1L	154064	RAET1L	HGNC:16798	RAET1L	ENSG00000155918	RAET1L	protein_coding	6	150341266	150346668	-	150018334	150025532	-
10600-24	SL017410	O14967	CLGN	Calmegin	1047	CLGN	O14967	CLGN	1047	CLGN	HGNC:2060	CLGN	ENSG00000153132	CLGN	protein_coding	4	141309607	141348815	-	140388453	140427661	-
10603-1	SL012419	P15516	HIS3	Histatin-3	3347	HTN3	P15516	HTN3	3347	HTN3	HGNC:5284	HTN3	ENSG00000205649	HTN3	protein_coding	4	70894130	70902255	+	70028455	70036538	+
10605-22	SL004748	Q9HDC9	APMAP	Adipocyte plasma membrane-associated protein	57136	APMAP	Q9HDC9	APMAP	57136	APMAP	HGNC:13238	APMAP	ENSG00000101474	APMAP	protein_coding	20	24943580	24973425	-	24962925	24992751	-
10606-34	SL026012	Q5JTV8	TOIP1:Perinuclear	Torsin-1A-interacting protein 1:Perinuclear domain	26092	TOR1AIP1	Q5JTV8	TOR1AIP1	26092	TOR1AIP1	HGNC:29456	TOR1AIP1	ENSG00000143337	TOR1AIP1	protein_coding	1	179851177	179889212	+	179882042	179920077	+
10608-9	SL012418	P15515	HIS1	Histatin-1	3346	HTN1	P15515	HTN1	3346	HTN1	HGNC:5283	HTN1	ENSG00000126550	HTN1	protein_coding	4	70916159	70924559	+	70050438	70058848	+
10612-18	SL008694	O60568	PLOD3	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	8985	PLOD3	O60568	PLOD3	8985	PLOD3	HGNC:9083	PLOD3	ENSG00000106397	PLOD3	protein_coding	7	100849258	100861011	-	101205977	101218420	-
10613-33	SL018589	Q6P4E1	CASC4	Protein CASC4	113201	GOLM2	Q6P4E1	GOLM2	113201	GOLM2	HGNC:24892	GOLM2	ENSG00000166734	GOLM2	protein_coding	15	44580909	44707959	+	44288719	44415758	+
10615-18	SL008066	P25189	MYP0	Myelin protein P0	4359	MPZ	P25189	MPZ	4359	MPZ	HGNC:7225	MPZ	ENSG00000158887	MPZ	protein_coding	1	161274525	161279762	-	161304735	161309968	-
10616-67	SL017477	Q9NZ53	PDXL2	Podocalyxin-like protein 2	50512	PODXL2	Q9NZ53	PODXL2	50512	PODXL2	HGNC:17936	PODXL2	ENSG00000114631	PODXL2	protein_coding	3	127348002	127391653	+	127629185	127672802	+
10618-190	SL004439	P98164	megalin	Low-density lipoprotein receptor-related protein 2	4036	LRP2	P98164	LRP2	4036	LRP2	HGNC:6694	LRP2	ENSG00000081479	LRP2	protein_coding	2	169983619	170219122	-	169127109	169362534	-
10620-21	SL000548	P08118	PSP-94	Beta-microseminoprotein	4477	MSMB	P08118	MSMB	4477	MSMB	HGNC:7372	MSMB	ENSG00000263639	MSMB	protein_coding	10	51549553	51562518	+	46033307	46048180	-
10621-26	SL018592	Q569H4	PRR16	Protein Largen	51334	PRR16	Q569H4	PRR16	51334	PRR16	HGNC:29654	PRR16	ENSG00000184838	PRR16	protein_coding	5	119800019	120022964	+	120464300	120790778	+
10623-19	SL025933	P15941	MUC1:region 1	Mucin-1:region 1	4582	MUC1	A6ZIE4	MUC1	NA	MUC1	HGNC:7508	MUC1	NA	MUC1	protein_coding	1	155158300	155162706	-	155185824	155192916	-
10624-45	SL018582	Q1W4C9	ISK13	Serine protease inhibitor Kazal-type 13	153218	SPINK13	Q1W4C9	SPINK13	153218	SPINK13	HGNC:27200	SPINK13	ENSG00000214510	SPINK13	protein_coding	5	147648282	147665773	+	148268180	148286255	+
10626-116	SL018611	Q8NDV1	SIA7C	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	256435	ST6GALNAC3	Q8NDV1	ST6GALNAC3	256435	ST6GALNAC3	HGNC:19343	ST6GALNAC3	ENSG00000184005	ST6GALNAC3	protein_coding	1	76540389	77096669	+	76074746	76634603	+
10627-87	SL007366	Q06481	APLP2	Amyloid-like protein 2	334	APLP2	Q06481	APLP2	334	APLP2	HGNC:598	APLP2	ENSG00000084234	APLP2	protein_coding	11	129939716	130014706	+	130068147	130144811	+
10630-5	SL007633	Q9BUP3	HTAI2	Oxidoreductase HTATIP2	10553	HTATIP2	Q9BUP3	HTATIP2	10553	HTATIP2	HGNC:16637	HTATIP2	ENSG00000109854	HTATIP2	protein_coding	11	20385231	20405329	+	20363685	20383782	+
10631-9	SL007962	O15173	PGRC2	Membrane-associated progesterone receptor component 2	10424	PGRMC2	O15173	PGRMC2	10424	PGRMC2	HGNC:16089	PGRMC2	ENSG00000164040	PGRMC2	protein_coding	4	129190392	129209984	-	128269237	128288829	-
10636-1	SL025932	Q8TD46	MO2R1:CD	Cell surface glycoprotein CD200 receptor 1:Isoform 4, Cytoplasmic Domain	131450	CD200R1	Q8TD46	CD200R1	131450	CD200R1	HGNC:24235	CD200R1	ENSG00000163606	CD200R1	protein_coding	3	112641532	112693937	-	112921205	112975103	-
10637-50	SL025903	Q6UXG2	K1324:ECD	UPF0577 protein KIAA1324:Extracellular domain	57535	ELAPOR1	Q6UXG2	ELAPOR1	57535	ELAPOR1	HGNC:29618	ELAPOR1	ENSG00000116299	ELAPOR1	protein_coding	1	109656585	109749403	+	109113679	109206781	+
10638-1	SL018685	Q9BSI4	TINF2	TERF1-interacting nuclear factor 2	26277	TINF2	Q9BSI4	TINF2	26277	TINF2	HGNC:11824	TINF2	ENSG00000092330	TINF2	protein_coding	14	24708851	24711880	-	24238286	24242663	-
10643-16	SL025948	Q96PB7	NOE3:C-term	Noelin-3:Isoform 2, C-term	118427	OLFM3	Q96PB7	OLFM3	118427	OLFM3	HGNC:17990	OLFM3	ENSG00000118733	OLFM3	protein_coding	1	102268127	102462790	-	101802560	101996926	-
10647-18	SL017894	Q8N9N2	ASCC1	Activating signal cointegrator 1 complex subunit 1	51008	ASCC1	Q8N9N2	ASCC1	51008	ASCC1	HGNC:24268	ASCC1	ENSG00000138303	ASCC1	protein_coding	10	73855790	73976892	-	72096032	72217134	-
10663-42	SL018014	O15503	INSI1	Insulin-induced gene 1 protein	3638	INSIG1	O15503	INSIG1	3638	INSIG1	HGNC:6083	INSIG1	ENSG00000186480	INSIG1	protein_coding	7	155089486	155101945	+	155297776	155310235	+
10666-7	SL012791	Q9UJJ9	GNPTG	N-acetylglucosamine-1-phosphotransferase subunit gamma	84572	GNPTG	Q9UJJ9	GNPTG	84572	GNPTG	HGNC:23026	GNPTG	ENSG00000090581	GNPTG	protein_coding	16	1401900	1413352	+	1351931	1365737	+
10667-78	SL018036	Q5T7R7	CA185	Uncharacterized protein C1orf185	284546	C1orf185	Q5T7R7	C1orf185	284546	C1orf185	HGNC:28096	C1orf185	ENSG00000204006	C1orf185	protein_coding	1	51567906	51613754	+	51102221	51148086	+
10668-5	SL007377	Q12846	STX4	Syntaxin-4	6810	STX4	Q12846	STX4	6810	STX4	HGNC:11439	STX4	ENSG00000103496	STX4	protein_coding	16	31044416	31051488	+	31032889	31042975	+
10670-26	SL010470	O15041	Semaphorin 3E	Semaphorin-3E	9723	SEMA3E	O15041	SEMA3E	9723	SEMA3E	HGNC:10727	SEMA3E	ENSG00000170381	SEMA3E	protein_coding	7	82993222	83278479	-	83363238	83649139	-
10672-75	SL004483	P07988	SP-B	Pulmonary surfactant-associated protein B	6439	SFTPB	P07988	SFTPB	6439	SFTPB	HGNC:10801	SFTPB	ENSG00000168878	SFTPB	protein_coding	2	85884440	85895864	-	85657314	85668741	-
10675-223	SL018343	Q9Y320	TMX2	Thioredoxin-related transmembrane protein 2	51075	TMX2	Q9Y320	TMX2	51075	TMX2	HGNC:30739	TMX2	ENSG00000213593	TMX2	protein_coding	11	57479995	57508445	+	57712580	57742987	+
10677-9	SL007990	O95168	NDUB4	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4	4710	NDUFB4	O95168	NDUFB4	4710	NDUFB4	HGNC:7699	NDUFB4	ENSG00000065518	NDUFB4	protein_coding	3	120315128	120321258	+	120596328	120602507	+
10693-43	SL025910	A4D1S0	KLRG2:C-term	Killer cell lectin-like receptor subfamily G member 2:C-term	346689	KLRG2	A4D1S0	KLRG2	346689	KLRG2	HGNC:24778	KLRG2	ENSG00000188883	KLRG2	protein_coding	7	139138088	139168457	-	139452690	139483673	-
10695-12	SL012662	Q8IUB3	WF10B	Protein WFDC10B	280664	WFDC10B	Q8IUB3	WFDC10B	280664	WFDC10B	HGNC:20479	WFDC10B	ENSG00000182931	WFDC10B	protein_coding	20	44313290	44333658	-	45684651	45705019	-
10699-52	SL018603	Q07954	LRP1	Prolow-density lipoprotein receptor-related protein 1	4035	LRP1	Q07954	LRP1	4035	LRP1	HGNC:6692	LRP1	ENSG00000123384	LRP1	protein_coding	12	57522282	57607125	+	57128483	57213361	+
10700-10	SL025885	Q5DX21	IGS11:CD	Immunoglobulin superfamily member 11:Cytoplasmic domain	152404	IGSF11	Q5DX21	IGSF11	152404	IGSF11	HGNC:16669	IGSF11	ENSG00000144847	IGSF11	protein_coding	3	118619479	118864898	-	118900557	119146068	-
10702-1	SL012521	Q2UY09	COSA1	Collagen alpha-1(XXVIII) chain	340267	COL28A1	Q2UY09	COL28A1	340267	COL28A1	HGNC:22442	COL28A1	ENSG00000215018	COL28A1	protein_coding	7	7398244	7575460	-	7356203	7535873	-
10703-203	SL006737	Q9H7L9	SDS3	Sin3 histone deacetylase corepressor complex component SDS3	64426	SUDS3	Q9H7L9	SUDS3	64426	SUDS3	HGNC:29545	SUDS3	ENSG00000111707	SUDS3	protein_coding	12	118814358	118855840	+	118376555	118418033	+
10704-91	SL018605	Q12912	LRMP	Lymphoid-restricted membrane protein	4033	IRAG2	G3V2F6	IRAG2	NA	IRAG2	HGNC:6690	IRAG2	NA	IRAG2	protein_coding	12	25205181	25261269	+	25004342	25108335	+
10705-14	SL018611	Q8NDV1	SIA7C	Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	256435	ST6GALNAC3	Q8NDV1	ST6GALNAC3	256435	ST6GALNAC3	HGNC:19343	ST6GALNAC3	ENSG00000184005	ST6GALNAC3	protein_coding	1	76540389	77096669	+	76074746	76634603	+
10708-3	SL007007	O43555	GON2	Progonadoliberin-2	2797	GNRH2	O43555	GNRH2	2797	GNRH2	HGNC:4420	GNRH2	ENSG00000125787	GNRH2	protein_coding	20	3024268	3026391	+	3043622	3045747	+
10710-23	SL012618	Q6X784	ZPBP2	Zona pellucida-binding protein 2	124626	ZPBP2	Q6X784	ZPBP2	124626	ZPBP2	HGNC:20678	ZPBP2	ENSG00000186075	ZPBP2	protein_coding	17	38024455	38034149	+	39868202	39877896	+
10713-151	SL017073	A8K4G0	CLM7	CMRF35-like molecule 7	124599	CD300LB	A8K4G0	CD300LB	124599	CD300LB	HGNC:30811	CD300LB	ENSG00000178789	CD300LB	protein_coding	17	72517313	72527613	-	74521174	74531475	-
10714-7	SL000269	P12821	ACE	Angiotensin-converting enzyme	1636	ACE	P12821	ACE	1636	ACE	HGNC:2707	ACE	ENSG00000159640	ACE	protein_coding	17	61554422	61599203	+	63477061	63521848	+
10716-35	SL010942	Q16401	PSMD5	26S proteasome non-ATPase regulatory subunit 5	5711	PSMD5	Q16401	PSMD5	5711	PSMD5	HGNC:9563	PSMD5	ENSG00000095261	PSMD5	protein_coding	9	123578332	123605299	-	120815496	120842951	-
10722-13	SL025912	P43405	KSYK:Protein Kinase	Tyrosine-protein kinase SYK:Protein kinase domain	6850	SYK	P43405	SYK	6850	SYK	HGNC:11491	SYK	ENSG00000165025	SYK	protein_coding	9	93564012	93660842	+	90801787	90898549	+
10731-10	SL018028	Q8IZT8	HS3S5	Heparan sulfate glucosamine 3-O-sulfotransferase 5	222537	HS3ST5	Q8IZT8	HS3ST5	222537	HS3ST5	HGNC:19419	HS3ST5	ENSG00000249853	HS3ST5	protein_coding	6	114376750	114663540	-	114055596	114343023	-
10734-339	SL018126	Q9H3Q3	G3ST2	Galactose-3-O-sulfotransferase 2	64090	GAL3ST2	Q9H3Q3	GAL3ST2	64090	GAL3ST2	HGNC:24869	GAL3ST2	ENSG00000154252	GAL3ST2	protein_coding	2	242716240	242743702	+	241776822	241804287	+
10737-96	SL005397	P30740	Serpin B1	Leukocyte elastase inhibitor	1992	SERPINB1	P30740	SERPINB1	1992	SERPINB1	HGNC:3311	SERPINB1	ENSG00000021355	SERPINB1	protein_coding	6	2832566	2842283	-	2832332	2841959	-
10738-11	SL004460	Q9UBX5	fibulin 5	Fibulin-5	10516	FBLN5	Q9UBX5	FBLN5	10516	FBLN5	HGNC:3602	FBLN5	ENSG00000140092	FBLN5	protein_coding	14	92335755	92414046	-	91869411	91947987	-
10741-22	SL002684	P09603	CSF-1	Macrophage colony-stimulating factor 1	1435	CSF1	P09603	CSF1	1435	CSF1	HGNC:2432	CSF1	ENSG00000184371	CSF1	protein_coding	1	110453233	110473616	+	109910242	109930992	+
10743-13	SL008760	Q96PX8	SLIK1	SLIT and NTRK-like protein 1	114798	SLITRK1	Q96PX8	SLITRK1	114798	SLITRK1	HGNC:20297	SLITRK1	ENSG00000178235	SLITRK1	protein_coding	13	84451343	84456528	-	83877205	83882474	-
10746-24	SL009412	Q9UBP4	DKK3	Dickkopf-related protein 3	27122	DKK3	Q9UBP4	DKK3	27122	DKK3	HGNC:2893	DKK3	ENSG00000050165	DKK3	protein_coding	11	11984543	12031316	-	11956207	12009769	-
10748-216	SL018468	Q9Y5E7	PCDB2	Protocadherin beta-2	56133	PCDHB2	Q9Y5E7	PCDHB2	56133	PCDHB2	HGNC:8687	PCDHB2	ENSG00000112852	PCDHB2	protein_coding	5	140474237	140476964	+	141094615	141098703	+
10752-8	SL018591	Q8N8U2	CDYL2	Chromodomain Y-like protein 2	124359	CDYL2	Q8N8U2	CDYL2	124359	CDYL2	HGNC:23030	CDYL2	ENSG00000166446	CDYL2	protein_coding	16	80637676	80838175	-	80597907	80804598	-
10753-31	SL018585	Q9H2U9	ADAM7	Disintegrin and metalloproteinase domain-containing protein 7	8756	ADAM7	Q9H2U9	ADAM7	8756	ADAM7	HGNC:214	ADAM7	ENSG00000069206	ADAM7	protein_coding	8	24298509	24384483	+	24440930	24526970	+
10754-113	SL005237	Q9HC23	Prokineticin-2	Prokineticin-2	60675	PROK2	Q9HC23	PROK2	60675	PROK2	HGNC:18455	PROK2	ENSG00000163421	PROK2	protein_coding	3	71820806	71834357	-	71771655	71785206	-
10756-34	SL012761	Q969E3	UCN3	Urocortin-3	114131	UCN3	Q969E3	UCN3	114131	UCN3	HGNC:17781	UCN3	ENSG00000178473	UCN3	protein_coding	10	5406976	5416169	+	5364966	5374692	+
10758-2	SL012375	O60938	KERA	Keratocan	11081	KERA	O60938	KERA	11081	KERA	HGNC:6309	KERA	ENSG00000139330	KERA	protein_coding	12	91444271	91452131	-	91050491	91058024	-
10760-107	SL018367	P48058	GRIA4	Glutamate receptor 4	2893	GRIA4	P48058	GRIA4	2893	GRIA4	HGNC:4574	GRIA4	ENSG00000152578	GRIA4	protein_coding	11	105480800	105852819	+	105609535	105982090	+
10761-5	SL006541	Q15363	TMED2	Transmembrane emp24 domain-containing protein 2	10959	TMED2	Q15363	TMED2	10959	TMED2	HGNC:16996	TMED2	ENSG00000086598	TMED2	protein_coding	12	124069076	124082688	+	123584533	123598582	+
10762-2	SL025911	A4D1S0	KLRG2:N-term	Killer cell lectin-like receptor subfamily G member 2:N-term	346689	KLRG2	A4D1S0	KLRG2	346689	KLRG2	HGNC:24778	KLRG2	ENSG00000188883	KLRG2	protein_coding	7	139138088	139168457	-	139452690	139483673	-
10767-52	SL018836	Q8IZP9	GPR64	G-protein coupled receptor 64	10149	ADGRG2	Q8IZP9	ADGRG2	10149	ADGRG2	HGNC:4516	ADGRG2	ENSG00000173698	ADGRG2	protein_coding	X	19007425	19140755	-	18989307	19122637	-
10772-21	SL017976	Q8N6G5	CGAT2	Chondroitin sulfate N-acetylgalactosaminyltransferase 2	55454	CSGALNACT2	Q8N6G5	CSGALNACT2	55454	CSGALNACT2	HGNC:24292	CSGALNACT2	ENSG00000169826	CSGALNACT2	protein_coding	10	43633893	43680754	+	43138445	43185302	+
10780-10	SL008723	O95716	RAB3D	Ras-related protein Rab-3D	9545	RAB3D	O95716	RAB3D	9545	RAB3D	HGNC:9779	RAB3D	ENSG00000105514	RAB3D	protein_coding	19	11432722	11450344	-	11322068	11346270	-
10781-19	SL008886	Q6UXB4	CLC4G	C-type lectin domain family 4 member G	339390	CLEC4G	Q6UXB4	CLEC4G	339390	CLEC4G	HGNC:24591	CLEC4G	ENSG00000182566	CLEC4G	protein_coding	19	7793843	7797057	-	7728957	7745662	-
10785-8	SL018337	Q8N7C0	LRC52	Leucine-rich repeat-containing protein 52	440699	LRRC52	Q8N7C0	LRRC52	440699	LRRC52	HGNC:32156	LRRC52	ENSG00000162763	LRRC52	protein_coding	1	165513478	165533185	+	165544000	165563957	+
10798-4	SL018456	Q496F6	CLM2	CMRF35-like molecule 2	342510	CD300E	Q496F6	CD300E	342510	CD300E	HGNC:28874	CD300E	ENSG00000186407	CD300E	protein_coding	17	72606022	72619897	-	74609885	74623738	-
10800-15	SL003668	P50454	Collagen-binding protein	Serpin H1	871	SERPINH1	P50454	SERPINH1	871	SERPINH1	HGNC:1546	SERPINH1	ENSG00000149257	SERPINH1	protein_coding	11	75273101	75283849	+	75562056	75572783	+
