UNIPROT	Target	TargetFullName	uniprot_gn_id	uniprot_gn_symbol	entrezgene_id	entrezgene_accession	hgnc_id	hgnc_symbol	ensembl_gene_id	external_gene_name	gene_biotype	CHR	START_hg19	END_hg19	strand_hg19	START_hg38	END_hg38	strand_hg38
B2RBV5	MR1L2	Putative MORF4 family-associated protein 1-like protein UPP	NA	MRFAP1L2	93622	MRFAP1L2	HGNC:25109	MRFAP1L2	ENSG00000170846	MRFAP1L2	protein_coding	4	6675821	6677774	+	6663396	6676755	+
B2RU33	POTEC	POTE ankyrin domain family member C	B2RU33	POTEC	388468	POTEC	HGNC:33894	POTEC	ENSG00000183206	POTEC	protein_coding	18	14511737	14543599	-	14507339	14543600	-
B2RUY7	VWC2L	von Willebrand factor C domain-containing protein 2-like	B2RUY7	VWC2L	402117	VWC2L	HGNC:37203	VWC2L	ENSG00000174453	VWC2L	protein_coding	2	215276461	215440653	+	214411054	214578976	+
B3KU38	IQCJ-SCHIP1	IQCJ-SCHIP1 readthrough transcript protein	B3KU38	IQCJ-SCHIP1	100505385	IQCJ-SCHIP1	HGNC:38842	IQCJ-SCHIP1	ENSG00000283154	IQCJ-SCHIP1	protein_coding	3	158787041	159615155	+	158962235	159897358	+
B6A8C7	TARM1	T-cell-interacting, activating receptor on myeloid cells protein 1	B6A8C7	TARM1	441864	TARM1	HGNC:37250	TARM1	ENSG00000248385	TARM1	protein_coding	19	54573201	54584634	-	54069895	54081365	-
B6SEH8	ERVV-1	Endogenous retrovirus group V member 1 Env polyprotein	B6SEH8	ERVV-1	147664	ERVV-1	HGNC:26501	ERVV-1	ENSG00000269526	ERVV-1	protein_coding	19	53517344	53519833	+	53013921	53016123	+
B7ZC32	KIF28P	Kinesin-like protein KIF28P	NA	NA	NA	NA	NA	NA	ENSG00000223519	NA	NA	1	NA	NA	NA	NA	NA	NA
C9J069	AJM1	Apical junction component 1 homolog	C9J069	AJM1	389813	AJM1	HGNC:37284	AJM1	ENSG00000232434	AJM1	protein_coding	9	139738867	139741797	+	136842478	136848801	+
C9J7I0	UMAD1	UBAP1-MVB12-associated	C9J7I0	UMAD1	729852	UMAD1	HGNC:48955	UMAD1	ENSG00000219545	UMAD1	protein_coding	7	7680342	7918851	+	7640711	8004053	+
C9JL84	HHLA1	HERV-H LTR-associating protein 1	C9JL84	HHLA1	10086	HHLA1	HGNC:4904	HHLA1	ENSG00000132297	HHLA1	protein_coding	8	133073733	133117512	-	132061480	132111159	-
D6REC4	CFAP99	Cilia- and flagella-associated protein 99	D6REC4	CFAP99	402160	CFAP99	HGNC:51180	CFAP99	ENSG00000206113	CFAP99	protein_coding	4	2420701	2464690	+	2418955	2463002	+
D6RIA3	C4orf54	Uncharacterized protein C4orf54	D6RIA3	C4orf54	285556	C4orf54	HGNC:27741	C4orf54	ENSG00000248713	C4orf54	protein_coding	4	NA	NA	NA	99636529	99657828	-
E2RYF7	HCG22	Protein PBMUCL2	NA	NA	NA	NA	NA	NA	ENSG00000228789	NA	NA	6	NA	NA	NA	NA	NA	NA
E5RJ46	LINC02906	Putative uncharacterized protein LINC02906	NA	NA	NA	NA	NA	NA	ENSG00000279847	NA	NA	8	NA	NA	NA	NA	NA	NA
E9PB15	PTGES3L	Putative protein PTGES3L	H7C1Q7	PTGES3L	100885848	PTGES3L	HGNC:43943	NA	NA	PTGES3L	protein_coding	17	41120105	41132545	-	42968088	42980433	-
E9PIF3	NPIPA2	Nuclear pore complex-interacting protein family member A2	E9PIF3	NPIPA2	642799	NPIPA2	HGNC:41979	NPIPA2	ENSG00000254852	NPIPA2	protein_coding	16	NA	NA	NA	14742533	14765462	+
E9PJ23	NPIPB6	Nuclear pore complex-interacting protein family member B6	E9PJ23	NPIPB6	728741	NPIPB6	HGNC:37454	NPIPB6	ENSG00000198156	NPIPB6	protein_coding	16	NA	NA	NA	28342517	28363508	-
F5H4B4	FAM227A	Protein FAM227A	F5H4B4	FAM227A	646851	FAM227A	HGNC:44197	FAM227A	ENSG00000184949	FAM227A	protein_coding	22	38974125	39052634	-	38578118	38656629	-
H3BUK9	POTEB2	POTE ankyrin domain family member B2	H3BUK9	POTEB2	100287399	POTEB2	HGNC:48327	POTEB2	ENSG00000230031	POTEB2	protein_coding	15	NA	NA	NA	20835372	20866314	-
I3L3R5	CCER2	Coiled-coil domain-containing glutamate-rich protein 2	I3L3R5	CCER2	643669	CCER2	HGNC:44662	CCER2	ENSG00000262484	CCER2	protein_coding	19	39399620	39402798	-	38908980	38912186	-
K9M1U5	IFNL4	Interferon lambda-4	K9M1U5	IFNL4	101180976	IFNL4	HGNC:44480	IFNL4	NA	IFNL4	protein_coding	19	39736954	39739496	-	39246314	39248856	-
NT-proBNP	NT-proBNP	N-terminal prohormone of brain natriuretic peptide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00141	SGK1	Serine/threonine-protein kinase Sgk1	O00141	SGK1	6446	SGK1	HGNC:10810	SGK1	ENSG00000118515	SGK1	protein_coding	6	134490384	134639196	-	134169248	134318112	-
O00144	FZD9	Frizzled-9	O00144	FZD9	8326	FZD9	HGNC:4047	FZD9	ENSG00000188763	FZD9	protein_coding	7	72848109	72850450	+	73433778	73436120	+
O00148	DDX39A	ATP-dependent RNA helicase DDX39A	O00148	DDX39A	10212	DDX39A	HGNC:17821	DDX39A	ENSG00000123136	DDX39A	protein_coding	19	14519610	14530195	-	14408798	14419383	-
O00151	PDLIM1	PDZ and LIM domain protein 1	O00151	PDLIM1	9124	PDLIM1	HGNC:2067	PDLIM1	ENSG00000107438	PDLIM1	protein_coding	10	96997325	97050905	-	95237572	95291012	-
O00161	SNAP23	Synaptosomal-associated protein 23	O00161	SNAP23	8773	SNAP23	HGNC:11131	SNAP23	ENSG00000092531	SNAP23	protein_coding	15	42787504	42825259	+	42491233	42545356	+
O00175	CCL24	C-C motif chemokine 24	O00175	CCL24	6369	CCL24	HGNC:10623	CCL24	ENSG00000106178	CCL24	protein_coding	7	75441114	75443092	-	75810825	75823356	-
O00182	LGALS9	Galectin-9	NA	LGALS9	3965	LGALS9	HGNC:6570	LGALS9	ENSG00000168961	LGALS9	protein_coding	17	25958174	25976586	+	27623364	27649560	+
O00186	STXBP3	Syntaxin-binding protein 3	O00186	STXBP3	6814	STXBP3	HGNC:11446	STXBP3	ENSG00000116266	STXBP3	protein_coding	1	109289285	109352148	+	108746674	108809523	+
O00192	ARVCF	Splicing regulator ARVCF	O00192	ARVCF	421	ARVCF	HGNC:728	ARVCF	ENSG00000099889	ARVCF	protein_coding	22	19957402	20004309	-	19969896	20016823	-
O00194	RAB27B	Ras-related protein Rab-27B	O00194	RAB27B	5874	RAB27B	HGNC:9767	RAB27B	ENSG00000041353	RAB27B	protein_coding	18	52495708	52562747	+	54717860	54895516	+
O00203	AP3B1	AP-3 complex subunit beta-1	O00203	AP3B1	8546	AP3B1	HGNC:566	AP3B1	ENSG00000132842	AP3B1	protein_coding	5	77298150	77590579	-	78000522	78294762	-
O00206	TLR4	Toll-like receptor 4	O00206	TLR4	7099	TLR4	HGNC:11850	TLR4	ENSG00000136869	TLR4	protein_coding	9	120466453	120479769	+	117704175	117877481	+
O00213	APBB1	Amyloid beta precursor protein binding family B member 1	O00213	APBB1	322	APBB1	HGNC:581	APBB1	ENSG00000166313	APBB1	protein_coding	11	6416355	6440644	-	6395125	6419414	-
O00214	LGALS8	Galectin-8	O00214	LGALS8	3964	LGALS8	HGNC:6569	LGALS8	ENSG00000116977	LGALS8	protein_coding	1	236681514	236716279	+	236518000	236552981	+
O00220	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	O00220	TNFRSF10A	8797	TNFRSF10A	HGNC:11904	TNFRSF10A	ENSG00000104689	TNFRSF10A	protein_coding	8	23048970	23082680	-	23190452	23225102	-
O00221	NFKBIE	NF-kappa-B inhibitor epsilon	O00221	NFKBIE	4794	NFKBIE	HGNC:7799	NFKBIE	ENSG00000146232	NFKBIE	protein_coding	6	44225903	44233525	-	44258166	44265788	-
O00233	PSMD9	26S proteasome non-ATPase regulatory subunit 9	O00233	PSMD9	5715	PSMD9	HGNC:9567	PSMD9	ENSG00000110801	PSMD9	protein_coding	12	122326637	122355771	+	121888732	121921470	+
O00238	BMPR1B	Bone morphogenetic protein receptor type-1B	O00238	BMPR1B	658	BMPR1B	HGNC:1077	BMPR1B	ENSG00000138696	BMPR1B	protein_coding	4	95679128	96079601	+	94757955	95158448	+
O00241	SIRPB1	Signal-regulatory protein beta-1	O00241	SIRPB1	10326	SIRPB1	HGNC:15928	SIRPB1	ENSG00000101307	SIRPB1	protein_coding	20	1545029	1600689	-	1551938	1620061	-
O00244	ATOX1	Copper transport protein ATOX1	O00244	ATOX1	475	ATOX1	HGNC:798	ATOX1	ENSG00000177556	ATOX1	protein_coding	5	151122383	151138210	-	151742316	151772532	-
O00253	AGRP	Agouti-related protein	O00253	AGRP	181	AGRP	HGNC:330	AGRP	ENSG00000159723	AGRP	protein_coding	16	67516474	67517716	-	67482571	67483547	-
O00257	CBX4	E3 SUMO-protein ligase CBX4	O00257	CBX4	8535	CBX4	HGNC:1554	CBX4	ENSG00000141582	CBX4	protein_coding	17	77806955	77813213	-	79833156	79839440	-
O00273	DFFA	DNA fragmentation factor subunit alpha	O00273	DFFA	1676	DFFA	HGNC:2772	DFFA	ENSG00000160049	DFFA	protein_coding	1	10520603	10532613	-	10456522	10472529	-
O00291	HIP1	Huntingtin-interacting protein 1	O00291	HIP1	3092	HIP1	HGNC:4913	HIP1	ENSG00000127946	HIP1	protein_coding	7	75162619	75368283	-	75533298	75738962	-
O00292	LEFTY2	Left-right determination factor 2	O00292	LEFTY2	7044	LEFTY2	HGNC:3122	LEFTY2	ENSG00000143768	LEFTY2	protein_coding	1	226124298	226129083	-	225936598	225941383	-
O00299	CLIC1	Chloride intracellular channel protein 1	O00299	CLIC1	1192	CLIC1	HGNC:2062	CLIC1	ENSG00000213719	CLIC1	protein_coding	6	31698358	31704341	-	31730581	31739763	-
O00300	TNFRSF11B	Tumor necrosis factor receptor superfamily member 11B	O00300	TNFRSF11B	4982	TNFRSF11B	HGNC:11909	TNFRSF11B	ENSG00000164761	TNFRSF11B	protein_coding	8	119935796	119964383	-	118923557	118951885	-
O00305	CACNB4	Voltage-dependent L-type calcium channel subunit beta-4	O00305	CACNB4	785	CACNB4	HGNC:1404	CACNB4	ENSG00000182389	CACNB4	protein_coding	2	152689286	152955593	-	151802827	152099167	-
O00308	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	O00308	WWP2	11060	WWP2	HGNC:16804	WWP2	ENSG00000198373	WWP2	protein_coding	16	69796187	69975644	+	69762328	69941741	+
O00327	ARNTL	Aryl hydrocarbon receptor nuclear translocator-like protein 1	NA	BMAL1	406	BMAL1	HGNC:701	BMAL1	ENSG00000133794	BMAL1	protein_coding	11	13299325	13408812	+	13276652	13387266	+
O00329	PIK3CD	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform	O00329	PIK3CD	5293	PIK3CD	HGNC:8977	PIK3CD	ENSG00000171608	PIK3CD	protein_coding	1	9711790	9789172	+	9629889	9729114	+
O00337	SLC28A1	Sodium/nucleoside cotransporter 1	O00337	SLC28A1	9154	SLC28A1	HGNC:11001	SLC28A1	ENSG00000156222	SLC28A1	protein_coding	15	85427913	85518876	+	84884654	84945798	+
O00338	SULT1C2	Sulfotransferase 1C2	O00338	SULT1C2	6819	SULT1C2	HGNC:11456	SULT1C2	ENSG00000198203	SULT1C2	protein_coding	2	108905095	108926371	+	108288639	108309915	+
O00339	MATN2	Matrilin-2	O00339	MATN2	4147	MATN2	HGNC:6908	MATN2	ENSG00000132561	MATN2	protein_coding	8	98881311	99048946	+	97868840	98036724	+
O00399	DCTN6	Dynactin subunit 6	O00399	DCTN6	10671	DCTN6	HGNC:16964	DCTN6	ENSG00000104671	DCTN6	protein_coding	8	30013813	30041155	+	30156319	30183639	+
O00401	WASL	Actin nucleation-promoting factor WASL	O00401	WASL	8976	WASL	HGNC:12735	WASL	ENSG00000106299	WASL	protein_coding	7	123321997	123389116	-	123681943	123749003	-
O00408	PDE2A	cGMP-dependent 3',5'-cyclic phosphodiesterase	O00408	PDE2A	5138	PDE2A	HGNC:8777	PDE2A	ENSG00000186642	PDE2A	protein_coding	11	72287184	72385497	-	72576141	72674591	-
O00422	SAP18	Histone deacetylase complex subunit SAP18	O00422	SAP18	10284	SAP18	HGNC:10530	SAP18	ENSG00000150459	SAP18	protein_coding	13	21714653	21723224	+	21140119	21149097	+
O00423	EML1	Echinoderm microtubule-associated protein-like 1	O00423	EML1	2009	EML1	HGNC:3330	EML1	ENSG00000066629	EML1	protein_coding	14	100204069	100408395	+	99737693	99942060	+
O00425	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	O00425	IGF2BP3	10643	IGF2BP3	HGNC:28868	IGF2BP3	ENSG00000136231	IGF2BP3	protein_coding	7	23349828	23509995	-	23310209	23470491	-
O00451	GFRA2	GDNF family receptor alpha-2	O00451	GFRA2	2675	GFRA2	HGNC:4244	GFRA2	ENSG00000168546	GFRA2	protein_coding	8	21549530	21646346	-	21690398	21812357	-
O00468	AGRN	Agrin	A0A087X208	AGRN	375790	AGRN	HGNC:329	NA	NA	AGRN	protein_coding	1	955503	991499	+	1020120	1056118	+
O00499	BIN1	Myc box-dependent-interacting protein 1	O00499	BIN1	274	BIN1	HGNC:1052	BIN1	ENSG00000136717	BIN1	protein_coding	2	127805599	127864903	-	127048027	127107288	-
O00522	KRIT1	Krev interaction trapped protein 1	O00522	KRIT1	889	KRIT1	HGNC:1573	KRIT1	ENSG00000001631	KRIT1	protein_coding	7	91828283	91875414	-	92144723	92246166	-
O00533	CHL1	Neural cell adhesion molecule L1-like protein	O00533	CHL1	10752	CHL1	HGNC:1939	CHL1	ENSG00000134121	CHL1	protein_coding	3	238279	451097	+	196763	409417	+
O00534	VWA5A	von Willebrand factor A domain-containing protein 5A	O00534	VWA5A	4013	VWA5A	HGNC:6658	VWA5A	ENSG00000110002	VWA5A	protein_coding	11	123986111	124017618	+	124115404	124147721	+
O00548	DLL1	Delta-like protein 1	O00548	DLL1	28514	DLL1	HGNC:2908	DLL1	ENSG00000198719	DLL1	protein_coding	6	170591294	170599697	-	170282206	170306565	-
O00559	EBAG9	Receptor-binding cancer antigen expressed on SiSo cells	O00559	EBAG9	9166	EBAG9	HGNC:3123	EBAG9	ENSG00000147654	EBAG9	protein_coding	8	110551929	110577391	+	109539711	109570072	+
O00567	NOP56	Nucleolar protein 56	O00567	NOP56	10528	NOP56	HGNC:15911	NOP56	ENSG00000101361	NOP56	protein_coding	20	2633178	2639039	+	2652593	2658393	+
O00584	RNASET2	Ribonuclease T2	O00584	RNASET2	8635	RNASET2	HGNC:21686	RNASET2	ENSG00000026297	RNASET2	protein_coding	6	167343004	167370679	-	166858094	166957191	-
O00585	CCL21	C-C motif chemokine 21	O00585	CCL21	6366	CCL21	HGNC:10620	CCL21	ENSG00000137077	CCL21	protein_coding	9	34709002	34710164	-	34709005	34710136	-
O00591	GABRP	Gamma-aminobutyric acid receptor subunit pi	O00591	GABRP	2568	GABRP	HGNC:4089	GABRP	ENSG00000094755	GABRP	protein_coding	5	170210723	170241050	+	170763350	170814047	+
O00592	PODXL	Podocalyxin	O00592	PODXL	5420	PODXL	HGNC:9171	PODXL	ENSG00000128567	PODXL	protein_coding	7	131185021	131241376	-	131500262	131558217	-
O00602	FCN1	Ficolin-1	O00602	FCN1	2219	FCN1	HGNC:3623	FCN1	ENSG00000085265	FCN1	protein_coding	9	137801431	137809806	-	134903232	134917912	-
O00622	CCN1	CCN family member 1	O00622	CCN1	3491	CCN1	HGNC:2654	CCN1	ENSG00000142871	CCN1	protein_coding	1	86046444	86049648	+	85580761	85584589	+
O00626	CCL22	C-C motif chemokine 22	O00626	CCL22	6367	CCL22	HGNC:10621	CCL22	ENSG00000102962	CCL22	protein_coding	16	57392695	57400102	+	57358783	57366189	+
O00748	CES2	Cocaine esterase	O00748	CES2	8824	CES2	HGNC:1864	CES2	ENSG00000172831	CES2	protein_coding	16	66968347	66978994	+	66934444	66963256	+
O00755	WNT7A	Protein Wnt-7a	O00755	WNT7A	7476	WNT7A	HGNC:12786	WNT7A	ENSG00000154764	WNT7A	protein_coding	3	13860082	13921618	-	13816258	13880071	-
O14497	ARID1A	AT-rich interactive domain-containing protein 1A	O14497	ARID1A	8289	ARID1A	HGNC:11110	ARID1A	ENSG00000117713	ARID1A	protein_coding	1	27022522	27108601	+	26693236	26782104	+
O14503	BHLHE40	Class E basic helix-loop-helix protein 40	O14503	BHLHE40	8553	BHLHE40	HGNC:1046	BHLHE40	ENSG00000134107	BHLHE40	protein_coding	3	5021097	5026865	+	4979437	4985323	+
O14511	NRG2	Pro-neuregulin-2, membrane-bound isoform	O14511	NRG2	9542	NRG2	HGNC:7998	NRG2	ENSG00000158458	NRG2	protein_coding	5	139226364	139422884	-	139846779	140043299	-
O14513	NCKAP5	Nck-associated protein 5	O14513	NCKAP5	344148	NCKAP5	HGNC:29847	NCKAP5	ENSG00000176771	NCKAP5	protein_coding	2	133429372	134326031	-	132671788	133568463	-
O14514	ADGRB1	Adhesion G protein-coupled receptor B1	O14514	ADGRB1	575	ADGRB1	HGNC:943	ADGRB1	ENSG00000181790	ADGRB1	protein_coding	8	143545377	143626368	+	142449430	142545009	+
O14523	C2CD2L	Phospholipid transfer protein C2CD2L	O14523	C2CD2L	9854	C2CD2L	HGNC:29000	C2CD2L	ENSG00000172375	C2CD2L	protein_coding	11	118978093	118987827	+	119102198	119118544	+
O14526	FCHO1	F-BAR domain only protein 1	O14526	FCHO1	23149	FCHO1	HGNC:29002	FCHO1	ENSG00000130475	FCHO1	protein_coding	19	17858527	17899377	+	17747718	17788568	+
O14529	CUX2	Homeobox protein cut-like 2	O14529	CUX2	23316	CUX2	HGNC:19347	CUX2	ENSG00000111249	CUX2	protein_coding	12	111471828	111788358	+	111034165	111350554	+
O14530	TXNDC9	Thioredoxin domain-containing protein 9	O14530	TXNDC9	10190	TXNDC9	HGNC:24110	TXNDC9	ENSG00000115514	TXNDC9	protein_coding	2	99923088	99957165	-	99318982	99340702	-
O14545	TRAFD1	TRAF-type zinc finger domain-containing protein 1	O14545	TRAFD1	10906	TRAFD1	HGNC:24808	TRAFD1	ENSG00000135148	TRAFD1	protein_coding	12	112563349	112591408	+	112125538	112153604	+
O14558	HSPB6	Heat shock protein beta-6	O14558	HSPB6	126393	HSPB6	HGNC:26511	HSPB6	ENSG00000004776	HSPB6	protein_coding	19	36245467	36247930	-	35754566	35758079	-
O14578	CIT	Citron Rho-interacting kinase	O14578	CIT	11113	CIT	HGNC:1985	CIT	ENSG00000122966	CIT	protein_coding	12	120123595	120315095	-	119685791	119877320	-
O14579	COPE	Coatomer subunit epsilon	O14579	COPE	11316	COPE	HGNC:2234	COPE	ENSG00000105669	COPE	protein_coding	19	19010323	19030199	-	18899514	18919387	-
O14594	NCAN	Neurocan core protein	O14594	NCAN	1463	NCAN	HGNC:2465	NCAN	ENSG00000130287	NCAN	protein_coding	19	19322782	19363061	+	19211958	19252233	+
O14618	CCS	Copper chaperone for superoxide dismutase	O14618	CCS	9973	CCS	HGNC:1613	CCS	ENSG00000173992	CCS	protein_coding	11	66360690	66373490	+	66593153	66606019	+
O14625	CXCL11	C-X-C motif chemokine 11	O14625	CXCL11	6373	CXCL11	HGNC:10638	CXCL11	ENSG00000169248	CXCL11	protein_coding	4	76954840	76957350	-	76033682	76041415	-
O14639	ABLIM1	Actin-binding LIM protein 1	O14639	ABLIM1	3983	ABLIM1	HGNC:78	ABLIM1	ENSG00000099204	ABLIM1	protein_coding	10	116190869	116528019	-	114431112	114768061	-
O14645	DNALI1	Axonemal dynein light intermediate polypeptide 1	O14645	DNALI1	7802	DNALI1	HGNC:14353	DNALI1	ENSG00000163879	DNALI1	protein_coding	1	38022520	38032458	+	37556919	37566857	+
O14647	CHD2	Chromodomain-helicase-DNA-binding protein 2	O14647	CHD2	1106	CHD2	HGNC:1917	CHD2	ENSG00000173575	CHD2	protein_coding	15	93429399	93571237	+	92886203	93027996	+
O14662	STX16	Syntaxin-16	O14662	STX16	8675	STX16	HGNC:11431	STX16	ENSG00000124222	STX16	protein_coding	20	57226309	57254582	+	58651272	58679526	+
O14668	PRRG1	Transmembrane gamma-carboxyglutamic acid protein 1	O14668	PRRG1	5638	PRRG1	HGNC:9469	PRRG1	ENSG00000130962	PRRG1	protein_coding	X	37208528	37316548	+	37349309	37457292	+
O14713	ITGB1BP1	Integrin beta-1-binding protein 1	O14713	ITGB1BP1	9270	ITGB1BP1	HGNC:23927	ITGB1BP1	ENSG00000119185	ITGB1BP1	protein_coding	2	9545815	9563643	-	9403475	9423528	-
O14717	TRDMT1	tRNA (cytosine(38)-C(5))-methyltransferase	O14717	TRDMT1	1787	TRDMT1	HGNC:2977	TRDMT1	ENSG00000107614	TRDMT1	protein_coding	10	17184982	17244070	-	17137336	17202054	-
O14737	PDCD5	Programmed cell death protein 5	O14737	PDCD5	9141	PDCD5	HGNC:8764	PDCD5	ENSG00000105185	PDCD5	protein_coding	19	33072094	33078358	+	32581190	32587453	+
O14745	NHERF1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	O14745	NHERF1	9368	NHERF1	HGNC:11075	NHERF1	ENSG00000109062	NHERF1	protein_coding	17	72744751	72765499	+	74748628	74769353	+
O14763	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	O14763	TNFRSF10B	8795	TNFRSF10B	HGNC:11905	TNFRSF10B	ENSG00000120889	TNFRSF10B	protein_coding	8	22877648	22926700	-	23020133	23069031	-
O14770	MEIS2	Homeobox protein Meis2	O14770	MEIS2	4212	MEIS2	HGNC:7001	MEIS2	ENSG00000134138	MEIS2	protein_coding	15	37183222	37393500	-	36889204	37101299	-
O14773	TPP1	Tripeptidyl-peptidase 1	O14773	TPP1	1200	TPP1	HGNC:2073	TPP1	ENSG00000166340	TPP1	protein_coding	11	6633997	6640692	-	6610883	6619448	-
O14776	TCERG1	Transcription elongation regulator 1	O14776	TCERG1	10915	TCERG1	HGNC:15630	TCERG1	ENSG00000113649	TCERG1	protein_coding	5	145826873	145891069	+	146447311	146511961	+
O14786	NRP1	Neuropilin-1	O14786	NRP1	8829	NRP1	HGNC:8004	NRP1	ENSG00000099250	NRP1	protein_coding	10	33466419	33624006	-	33177492	33336262	-
O14788	TNFSF11	Tumor necrosis factor ligand superfamily member 11	O14788	TNFSF11	8600	TNFSF11	HGNC:11926	TNFSF11	ENSG00000120659	TNFSF11	protein_coding	13	43136872	43182149	+	42562736	42608013	+
O14791	APOL1	Apolipoprotein L1	O14791	APOL1	8542	APOL1	HGNC:618	APOL1	ENSG00000100342	APOL1	protein_coding	22	36649117	36663577	+	36253071	36267530	+
O14793	MSTN	Growth/differentiation factor 8	O14793	MSTN	2660	MSTN	HGNC:4223	MSTN	ENSG00000138379	MSTN	protein_coding	2	190920426	190927455	-	190055700	190062729	-
O14798	TNFRSF10C	Tumor necrosis factor receptor superfamily member 10C	O14798	TNFRSF10C	8794	TNFRSF10C	HGNC:11906	TNFRSF10C	ENSG00000173535	TNFRSF10C	protein_coding	8	22960327	22974950	+	23102921	23117445	+
O14813	PHOX2A	Paired mesoderm homeobox protein 2A	O14813	PHOX2A	401	PHOX2A	HGNC:691	PHOX2A	ENSG00000165462	PHOX2A	protein_coding	11	71950121	71955220	-	72239077	72245664	-
O14828	SCAMP3	Secretory carrier-associated membrane protein 3	O14828	SCAMP3	10067	SCAMP3	HGNC:10565	SCAMP3	ENSG00000116521	SCAMP3	protein_coding	1	155225770	155232176	-	155255979	155262430	-
O14836	TNFRSF13B	Tumor necrosis factor receptor superfamily member 13B	O14836	TNFRSF13B	23495	TNFRSF13B	HGNC:18153	TNFRSF13B	ENSG00000240505	TNFRSF13B	protein_coding	17	16832849	16875402	-	16929816	16972118	-
O14841	OPLAH	5-oxoprolinase	O14841	OPLAH	26873	OPLAH	HGNC:8149	OPLAH	ENSG00000178814	OPLAH	protein_coding	8	145106167	145115584	-	144051266	144063965	-
O14867	BACH1	Transcription regulator protein BACH1	NA	BACH1	571	BACH1	HGNC:935	BACH1	ENSG00000156273	BACH1	protein_coding	21	30671220	30734217	+	29194147	29630751	+
O14879	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	O14879	IFIT3	3437	IFIT3	HGNC:5411	IFIT3	ENSG00000119917	IFIT3	protein_coding	10	91087602	91100725	+	89327307	89377473	+
O14893	GEMIN2	Gem-associated protein 2	A0A8J9FTZ9	GEMIN2	8487	GEMIN2	HGNC:10884	NA	NA	GEMIN2	protein_coding	14	39583488	39606177	+	39114285	39136973	+
O14904	WNT9A	Protein Wnt-9a	O14904	WNT9A	7483	WNT9A	HGNC:12778	WNT9A	ENSG00000143816	WNT9A	protein_coding	1	228109165	228135676	-	227918656	227947932	-
O14917	PCDH17	Protocadherin-17	O14917	PCDH17	27253	PCDH17	HGNC:14267	PCDH17	ENSG00000118946	PCDH17	protein_coding	13	58205789	58303065	+	57631744	57729311	+
O14924	RGS12	Regulator of G-protein signaling 12	O14924	RGS12	6002	RGS12	HGNC:9994	RGS12	ENSG00000159788	RGS12	protein_coding	4	3294755	3441640	+	3293021	3439913	+
O14931	NCR3	Natural cytotoxicity triggering receptor 3	O14931	NCR3	259197	NCR3	HGNC:19077	NCR3	ENSG00000204475	NCR3	protein_coding	6	31556660	31560762	-	31588895	31593006	-
O14933	UBE2L6	Ubiquitin/ISG15-conjugating enzyme E2 L6	O14933	UBE2L6	9246	UBE2L6	HGNC:12490	UBE2L6	ENSG00000156587	UBE2L6	protein_coding	11	57319128	57335803	-	57551656	57568284	-
O14944	EREG	Proepiregulin	O14944	EREG	2069	EREG	HGNC:3443	EREG	ENSG00000124882	EREG	protein_coding	4	75230860	75254477	+	74365145	74388749	+
O14958	CASQ2	Calsequestrin-2	O14958	CASQ2	845	CASQ2	HGNC:1513	CASQ2	ENSG00000118729	CASQ2	protein_coding	1	116242626	116311426	-	115698038	115793195	-
O14960	LECT2	Leukocyte cell-derived chemotaxin-2	O14960	LECT2	3950	LECT2	HGNC:6550	LECT2	ENSG00000145826	LECT2	protein_coding	5	135282600	135290723	-	135922279	135954983	-
O14964	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	O14964	HGS	9146	HGS	HGNC:4897	HGS	ENSG00000185359	HGS	protein_coding	17	79650962	79669151	+	81683326	81703138	+
O14967	CLGN	Calmegin	O14967	CLGN	1047	CLGN	HGNC:2060	CLGN	ENSG00000153132	CLGN	protein_coding	4	141309607	141348815	-	140388453	140427661	-
O14974	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	O14974	PPP1R12A	4659	PPP1R12A	HGNC:7618	PPP1R12A	ENSG00000058272	PPP1R12A	protein_coding	12	80167343	80329235	-	79773563	79935460	-
O14976	GAK	Cyclin-G-associated kinase	O14976	GAK	2580	GAK	HGNC:4113	GAK	ENSG00000178950	GAK	protein_coding	4	843065	926174	-	849276	932373	-
O15013	ARHGEF10	Rho guanine nucleotide exchange factor 10	O15013	ARHGEF10	9639	ARHGEF10	HGNC:14103	ARHGEF10	ENSG00000104728	ARHGEF10	protein_coding	8	1772149	1906807	+	1763888	1958641	+
O15018	PDZD2	PDZ domain-containing protein 2	O15018	PDZD2	23037	PDZD2	HGNC:18486	PDZD2	ENSG00000133401	PDZD2	protein_coding	5	31639517	32111038	+	31639131	32110932	+
O15020	SPTBN2	Spectrin beta chain, non-erythrocytic 2	O15020	SPTBN2	6712	SPTBN2	HGNC:11276	SPTBN2	ENSG00000173898	SPTBN2	protein_coding	11	66452720	66488870	-	66682496	66744670	-
